1	1	731.14	276.56
2	1	725.77	281.66
3	1	731.47	262.65
4	1	717.47	261.17
5	1	741.31	276.28
6	1	733.09	272.86
7	1	731.37	278.82
8	1	726.92	266.37
9	1	719.94	271.84
10	1	732.03	255.72
11	1	714.14	269.73
12	1	723.14	269.8
13	1	742.24	266.19
14	1	736.6	285.95
15	1	742.73	252.7
16	1	728.81	266.23
17	1	737.94	282.57
18	1	726.75	270.11
19	1	736.18	264.65
20	1	707.92	257.96
21	1	734.52	265.7
22	1	728.05	269.63
23	1	734.45	258.45
24	1	746.53	245.97
25	1	744.93	263.23
26	1	730	255.68
27	1	739.08	264.44
28	1	729.01	257.79
29	1	731.04	283.34
30	1	728.16	275.66
31	1	725.17	286.72
32	1	727.26	281.6
33	1	739.29	279.47
34	1	712.91	255.23
35	1	746.81	263.14
36	1	735.84	264.37
37	1	735.1	266.44
38	1	727.48	260.81
39	1	733.62	274.59
40	1	720.92	278.43
41	1	723.75	267.19
42	1	729.67	270.39
43	1	723.44	279.47
44	1	747.79	255.14
45	1	724.44	262.33
46	1	746.04	277.37
47	1	723.93	270.37
48	1	739.14	260.28
49	1	722.96	279.51
50	1	725.11	282.32
51	2	735.87	326.27
52	2	729.43	315.99
53	2	745.54	335.73
54	2	728.83	323.87
55	2	735.06	332.1
56	2	738.76	316.21
57	2	724.46	328.26
58	2	746.25	321.2
59	2	735.46	319.89
60	2	733.76	308.64
61	2	752.35	303.75
62	2	740.86	332.78
63	2	739.12	310.9
64	2	732.68	327.64
65	2	744.69	295.61
66	2	746.9	327.32
67	2	746.51	333.58
68	2	746.52	324.35
69	2	753.33	309.51
70	2	731.21	314.47
71	2	740	332.85
72	2	727.45	322.91
73	2	744.26	326.04
74	2	756.25	317.16
75	2	746.33	319.54
76	2	738.38	311.29
77	2	730.56	311.78
78	2	733.9	311
79	2	738.11	307.06
80	2	743.85	303.88
81	2	732.42	331.81
82	2	745.38	330.45
83	2	740.33	340.44
84	2	731.4	335.86
85	2	733.59	307.87
86	2	737.17	340.59
87	2	748.38	327.69
88	2	738.83	309.07
89	2	748.35	319.71
90	2	728.29	326.91
91	2	759.13	332.13
92	2	720.34	318.53
93	2	728.55	322.06
94	2	728.21	314.75
95	2	726.06	327.61
96	2	733.87	305.32
97	2	730.97	324.57
98	2	738.03	315.3
99	2	740.66	324.39
100	2	744.41	324.52
101	3	610.26	323.13
102	3	616.7	322.56
103	3	609	331.06
104	3	615.23	332.68
105	3	623.8	313.51
106	3	608.68	326.34
107	3	613.89	324.08
108	3	614.54	333.47
109	3	614.99	332.88
110	3	607.43	328.25
111	3	609.72	316.66
